,title,ingredients,directions,link,source,NER
2105698,Carrot Cake Pancakes,"[""1 cup all-purpose flour"", ""2 tablespoons light brown sugar"", ""1 12 teaspoons ground cinnamon"", ""1 teaspoon baking powder"", ""1 teaspoon baking soda"", ""12 teaspoon salt"", ""18 teaspoon grated nutmeg"", ""1 14 cups buttermilk"", ""1 egg"", ""1 teaspoon vanilla extract"", ""34 cup peeled and grated carrot"", ""2 tablespoons chopped pecans"", ""14 cup drained diced canned pineapple"", ""butter or oil, for skillet"", ""8 ounces cream cheese (at room temperature)"", ""12 cup milk"", ""12 cup confectioners' sugar"", ""14 teaspoon vanilla extract""]","[""Preheat oven to 200-degrees Fahrenheit."", ""In a medium bowl, mix together flour, sugar, cinnamon, baking powder, baking soda, salt, and nutmeg."", ""In measuring cup or small bowl, measure out buttermilk."", ""Add egg and vanilla; beat until combined."", ""Add we ingredients to dry ingredients; mix until just combined."", ""The batter should have some small to medium lumps."", ""Gently fold in grated carrots, pecans and pineapple."", ""Preheat skillet over medium heat; brush with 1 1/2 teaspoon butter or 1 teaspoon oil."", ""Using a 1/4 cup measure, scoop batter onto warm skillet."", ""Cook for 2 - 3 minutes until small bubbles form on surface of pancakes, then flip over."", ""Reduce heat to medium-low; cook on opposite sides 1 - 2 minutes or until golden brown."", ""Transfer pancakes to baking sheet; place in oven to keep warm."", ""Repeat process with remaining batter, adding more butter or oil to skillet as needed."", ""Serve with cream cheese glaze."", ""CREAM CHEESE GLAZE: In medium bowl on medium-low speed, beat cream cheese until whipped."", ""Add remaining ingredients until smooth."", ""Makes 1 cup.""]",www.food.com/recipe/carrot-cake-pancakes-516181,Recipes1M,"[""flour"", ""light brown sugar"", ""ground cinnamon"", ""baking powder"", ""baking soda"", ""salt"", ""nutmeg"", ""buttermilk"", ""egg"", ""vanilla"", ""carrot"", ""pecans"", ""pineapple"", ""butter"", ""cream cheese"", ""milk"", ""sugar"", ""vanilla""]"
2115509,Carole's Rhubarb Cake,"[""12 cup butter"", ""1 cup brown sugar"", ""12 cup granulated sugar"", ""1 egg"", ""1 cup buttermilk"", ""1 teaspoon vanilla"", ""2 cups all-purpose flour"", ""12 teaspoon salt"", ""1 teaspoon baking soda"", ""1 12 cups rhubarb, raw, diced"", ""12 cup granulated sugar"", ""1 teaspoon ground cinnamon""]","[""Preheat oven to 375 degrees."", ""Grease and flour a 13x9x2 pan and set aside."", ""In medium bowl combine flour, salt, and baking soda."", ""Set aside."", ""In small bowl combine 1/2 cup granulated sugar and cinnamon."", ""Set aside for topping."", ""In large mixing bowl, cream together butter, brown sugar and 1/2 cup granulated sugar."", ""Beat in egg and vanilla, then mix in buttermilk."", ""Gradually add flour mixture, mixing well, and then fold in the rhubarb."", ""Pour into prepared 13x9x2 pan and sprinkle the cinnamon/sugar mixture over the top."", ""Bake for 30 to 35 minutes or until toothpick tested done."", ""Remove from oven and let cool completely before covering to store.""]",www.food.com/recipe/caroles-rhubarb-cake-220500,Recipes1M,"[""butter"", ""brown sugar"", ""sugar"", ""egg"", ""buttermilk"", ""vanilla"", ""flour"", ""salt"", ""baking soda"", ""rhubarb"", ""sugar"", ""ground cinnamon""]"
2117544,Hot Fudge Sundae Cake,"[""12 cup water"", ""14 cup butter"", ""1 cup flour"", ""34 cup sugar"", ""3 tablespoons cocoa"", ""12 teaspoon baking soda"", ""14 teaspoon salt"", ""14 teaspoon cinnamon"", ""14 cup buttermilk"", ""12 teaspoon vanilla"", ""1 egg"", ""1 cup hot fudge"", ""whipped cream"", ""maraschino cherry, for garnish""]","[""Heat oven to 350."", ""Spray 9\"" square pan with nonstick cooking spray and set aside."", ""In a small saucepan, heat water and butter until butter melts and set aside."", ""Lightly spoon flour into measuring cup and level off."", ""In large bowl, combine flour, sugar, cocoa, baking soda, salt and cinnamon and mix well."", ""Add water mixture, buttermilk, vanilla and egg."", ""Beat at low speed until moistened, then beat 2 minutes at medium speed."", ""Pour into prepared pan and bake 20 to 25 minutes or until toothpick inserted in center comes out clean."", ""Meanwhile, heat fudge sauce as directed on container and spread on hot cake."", ""Return to oven and bake an additional 10 minutes."", ""Cool 10-15 minutes and serve warm."", ""Just before serving, cut into individual pieces and top each with whipped cream and a maraschino cherry.""]",www.food.com/recipe/hot-fudge-sundae-cake-143602,Recipes1M,"[""water"", ""butter"", ""flour"", ""sugar"", ""cocoa"", ""baking soda"", ""salt"", ""cinnamon"", ""buttermilk"", ""vanilla"", ""egg"", ""hot fudge"", ""whipped cream"", ""maraschino cherry""]"
2120595,Fluffy Flapjacks,"[""1-1/4 cup flour"", ""1/2 tsp. soda"", ""2 tsp. baking powder"", ""1 tbsp. sugar"", ""1 cup buttermilk"", ""2 tbsp. melted butter"", ""1 beaten egg"", ""1/2 tsp. salt""]","[""Sift together flour, soda, baking powder, sugar and salt."", ""Combine buttermilk, melted butter, and egg."", ""Add to dry ingredients, stirring until moistedend."", ""Bake on ungreased griddle.""]",www.foodgeeks.com/recipes/155,Recipes1M,"[""flour"", ""soda"", ""baking powder"", ""sugar"", ""buttermilk"", ""butter"", ""egg"", ""salt""]"
2133050,Peaches n' Cream Cupcakes,"[""1 1/3 cups all-purpose flour"", ""1/2 teaspoon baking powder"", ""1/2 teaspoon baking soda"", ""1/4 teaspoon salt"", ""1 cup sugar"", ""4 tablespoons butter, at room temperature"", ""1 large egg"", ""1 teaspoon vanilla extract"", ""1/2 teaspoon peach extract"", ""3/4 cup buttermilk"", ""1/4 cup peach puree"", ""2 cups fresh or frozen peaches, pureed"", ""1 tablespoon sugar"", ""1 tablespoon cornstarch"", ""1 pound mascarpone cheese"", ""1 1/4 cups heavy cream"", ""1/2 cup confectioners' sugar""]","[""For the cupcakes: Preheat the oven to 350 degrees F. Place 12 liners in a cupcake pan."", ""In a medium bowl, whisk together the flour, baking powder, baking soda and salt."", ""In a large bowl, beat the sugar and butter together using an electric mixer until it looks creamy."", ""Beat in the egg, vanilla extract and peach extract until the mixture is smooth."", ""Add half of the flour mixture to the butter mixture and stir until almost combined."", ""Add the buttermilk and peach puree and stir again until almost combined."", ""Add the rest of the flour and stir until all the ingredients are mixed in."", ""Fill the cupcake liners with batter using a large ice cream scoop."", ""Bake for 18 to 20 minutes."", ""Cool for 10 minutes before removing from the pans."", ""Place on a wire rack and cool completely."", ""For the filling: Place small saucepan on the stovetop and put on medium heat."", ""Put the peaches and sugar in and bring to slight boil."", ""In a separate small bowl, mix the cornstarch and 1 tablespoon water until no lumps."", ""Add the cornstarch mixture to the pan and keep on medium-low heat for about 1 minute."", ""Cool completely before use."", ""Yield: about 1 1/2 cups."", ""For the frosting: Put the mascarpone, cream and confectioners' sugar in a stand mixer with the paddle attachment and beat on medium speed until thick, 4 to 5 minutes."", ""Yield: about 2 cups."", ""Fill the cupcakes with the peach filling and then frost with the mascarpone frosting."", ""A viewer, who may not be a professional cook, provided this recipe."", ""The Food Network Kitchens chefs have not tested this recipe and therefore, we cannot make representation as to the results.""]",www.foodnetwork.com/recipes/peaches-n-cream-cupcakes-recipe.html,Recipes1M,"[""flour"", ""baking powder"", ""baking soda"", ""salt"", ""sugar"", ""butter"", ""egg"", ""vanilla"", ""peach"", ""buttermilk"", ""peach puree"", ""peaches"", ""sugar"", ""cornstarch"", ""mascarpone cheese"", ""heavy cream"", ""sugar""]"
2149178,Mamaws Confederate Jumbles,"[""34 cup butter, softened"", ""1 cup sugar"", ""1 egg"", ""2 cups all-purpose flour"", ""1 tablespoon baking powder"", ""18 teaspoon salt"", ""2 tablespoons buttermilk"", ""1 teaspoon vanilla extract""]","[""Cream butter; gradually add sugar, beating until light and fluffy."", ""Add egg; beat well."", ""Combine flour, baking powder, and salt; add to creamed mixture alternately with buttermilk, beginning and ending with flour mixture."", ""Gently stir in vanilla."", ""Drop batter by heaping teaspoonfuls onto ungreased cookie sheets."", ""Bake at 350F for 12 minutes or until lightly browned."", ""Cool on wire racks."", ""Yield: 5 dozen."", ""The Southern Heritage Cakes Cookbook.""]",www.food.com/recipe/mamaw-s-confederate-jumbles-324814,Recipes1M,"[""butter"", ""sugar"", ""egg"", ""flour"", ""baking powder"", ""salt"", ""buttermilk"", ""vanilla""]"
2153815,Buttermilk Pancakes,"[""1 cup flour"", ""1 tablespoon sugar"", ""12 teaspoon salt"", ""12 teaspoon baking soda"", ""1 egg"", ""1 cup buttermilk, more if needed to thin out batter"", ""2 tablespoons butter, melted"", ""12 teaspoon vanilla""]","[""Preheat a lightly oiled griddle or fry pan."", ""Sift and measure flour; sift again with sugar, salt and baking soda."", ""Beat egg in medium bowl."", ""Blend in buttermilk."", ""Add dry ingredients, beating until smooth; blend in melted butter."", ""Add up to 1/4 cup more buttermilk for thinner cakes."", ""Adjust consistency as required to maintain a pourable pancake batter by adding additional flour or buttermilk."", ""Cook on lightly oiled griddle or fry pan."", ""Turn pancakes when surface bubbles begin to break."", ""ENJOY!""]",www.food.com/recipe/buttermilk-pancakes-227277,Recipes1M,"[""flour"", ""sugar"", ""salt"", ""baking soda"", ""egg"", ""buttermilk"", ""butter"", ""vanilla""]"
2154481,Swedish Sugar Donuts (W/Mashed Potatoes),"[""1 egg"", ""12 cup sugar"", ""1 cup luke warm mashed potatoes"", ""14 cup buttermilk, plus"", ""18 cup buttermilk"", ""1 12 tablespoons butter, melted"", ""1 teaspoon vanilla extract or 1 teaspoon almond extract"", ""2 14 cups all-purpose flour"", ""2 teaspoons baking powder"", ""12 teaspoon baking soda"", ""12 teaspoon salt"", ""oil, for deep-fat frying"", ""additional sugar (optional) or brown sugar (optional)""]","[""In a large bowl, beat eggs and sugar."", ""Add the potatoes, buttermilk, butter and vanilla."", ""Combine the flour, baking powder, baking soda, and salt; gradually add to egg mixture and mix well."", ""Cover and refrigerate for 1/2 an hour to two hours."", ""Turn onto a lightly floured surface; roll to 1/2-in."", ""thickness."", ""Cut with a floured 2-1/2-in."", ""doughnut cutter OR flour your hands and shape dough into donut shape."", ""In an electric skillet or deep-fat fryer, heat oil to 375."", ""Fry the doughnuts, a few at a time, until golden-dark brown on both sides; making sure they don't burn, about 2 minutes."", ""Drain on paper towels."", ""Roll the warm doughnuts in sugar/brown sugar combo or confectioners sugar if desired."", ""Yields: about 1 dozen.""]",www.food.com/recipe/swedish-sugar-donuts-w-mashed-potatoes-490009,Recipes1M,"[""egg"", ""sugar"", ""potatoes"", ""buttermilk"", ""buttermilk"", ""butter"", ""vanilla"", ""flour"", ""baking powder"", ""baking soda"", ""salt"", ""oil"", ""additional sugar""]"
2163775,Rhubarb Bread,"[""2 12-2 23 cups flour"", ""1 12 cups packed brown sugar"", ""1 teaspoon baking soda"", ""1 teaspoon salt"", ""1 egg"", ""1 cup buttermilk"", ""12 cup vegetable oil"", ""1 teaspoon vanilla"", ""1 cup finely chopped rhubarb"", ""2 tablespoons flour"", ""4 -6 teaspoons butter"", ""4 -6 teaspoons sugar""]","[""Grease four 6 x 3 x 2-inch loaf pans or two 8 x 4 x 2-inch loaf pans; set aside."", ""In large mixing bowl, stir together flour, brown sugar, baking soda, and salt; set aside."", ""In mixing bowl, combine egg, buttermilk, oil, and vanilla."", ""Stir into dry ingredients; mix well."", ""Toss rhubarb with 2 tbsps."", ""flour; fold rhubarb into batter."", ""Pour batter into prepared pans."", ""Dot each loaf with 2 to 3 tsps."", ""butter and sprinkle each loaf with 2 to 3 tsps."", ""granulated sugar."", ""Bake in a 350 degree oven until a wooden pick inserted near the center comes out clean."", ""Bake 40 minutes for the small loaves and 55 minutes for the large loaves."", ""Cool in pans 10 minutes."", ""Remove from pans; cool thoroughly on wire rack."", ""Serve warm or cool.""]",www.food.com/recipe/rhubarb-bread-22657,Recipes1M,"[""flour"", ""brown sugar"", ""baking soda"", ""salt"", ""egg"", ""buttermilk"", ""vegetable oil"", ""vanilla"", ""rhubarb"", ""flour"", ""butter"", ""sugar""]"
2167040,Lunar Rhubarb Cake,"[""1/2 cup canola oil or butter,softened"", ""1 1/2 cups sugar"", ""1 large eggs"", ""1 teaspoon vanilla extract"", ""2 cups flour, all-purpose"", ""1 teaspoon baking soda"", ""1/2 teaspoon salt"", ""1 cup buttermilk"", ""4 cups rhubarb chopped,tossed in 1 tbls.flour"", ""1/4 cup butter cold cut into small pieces"", ""1 cup brown sugar"", ""2 teaspoons cinnamon""]","[""Preheat oven to 350F (180C)."", ""Topping:"", ""Combine brown sugar and cinnamon;cut in butter until small pieces remain."", ""Set aside."", ""For cake:"", ""Cream oil (or butter)and sugar; beat in egg and vanilla."", ""Combine the flour, baking soda and salt; add to creamed mixture alternately with buttermilk until well blended."", ""Gently stir in floured rhubarb."", ""Spoon into a greased 13 inch by 9 inch by 2 inch baking pan."", ""A 9 inch square pan will work equally as well."", ""Spread evenly."", ""Sprinkle with topping mixture."", ""Bake for 45 to 50 minutes or until a toothpick comes out clean."", ""Allow to cool on a wire rack before cutting."", ""Refrigerate leftovers.""]",recipeland.com/recipe/v/lunar-rhubarb-cake-50385,Recipes1M,"[""canola oil"", ""sugar"", ""eggs"", ""vanilla"", ""flour"", ""baking soda"", ""salt"", ""buttermilk"", ""rhubarb"", ""butter"", ""brown sugar"", ""cinnamon""]"
2173387,Cherry Crumble Coffee Cake,"[""14 cup firmly packed brown sugar"", ""2 tablespoons flour"", ""14 teaspoon salt"", ""18 teaspoon cinnamon"", ""14 teaspoon nutmeg"", ""2 tablespoons butter, no substitutions,almost to room temperature,but not quite soft"", ""14 cup finely chopped almonds"", ""14 cup old fashioned oats"", ""1 12 cups flour"", ""12 cup sugar"", ""12 teaspoon salt"", ""12 teaspoon baking powder"", ""14 teaspoon baking soda"", ""13 cup butter, almost to room temperature"", ""1 egg, slightly beaten"", ""34 cup buttermilk"", ""1 teaspoon vanilla"", ""1 cup fresh cherries or 1 cup frozen cherries, thawed and drained well,cherries,pitted and chopped""]","[""Set oven to 350 degrees."", ""Butter a rectangular baking dish, any size desired."", ""To make the crumble: In a small bowl, stir together the first 5 ingredients."", ""Add in the butter, using a pastry blender, mix well."", ""Add in the the almonds and oats, mix well; set aside."", ""For the cake: In a large bowl, sift together the first 5 ingredients."", ""Add in the butter, using a pastry blender, mix until the ingredients resemble coarse crumbs."", ""In a small bowl, lightly beat the egg, buttermilk and vanilla."", ""Add to the dry ingredients; fold until smooth (DO NOT beat with an electric mixer)."", ""Pour the batter into prepared buttered baking dish."", ""Scatter the cherries over the top of the batter."", ""Sprinkle with the prepared crumble."", ""Bake until the cake has risen and turned golden (about 50 minutes)."", ""Remove from the oven; let cool for 25 minutes."", ""Serve warm.""]",www.food.com/recipe/cherry-crumble-coffee-cake-101020,Recipes1M,"[""brown sugar"", ""flour"", ""salt"", ""cinnamon"", ""nutmeg"", ""butter"", ""almonds"", ""oats"", ""flour"", ""sugar"", ""salt"", ""baking powder"", ""baking soda"", ""butter"", ""egg"", ""buttermilk"", ""vanilla"", ""fresh cherries""]"
2176164,Plum Upside-Down Cake,"[""1 cup (250 ml) unbleached all-purpose flour"", ""1/2 tsp (2 ml) baking powder"", ""1/2 tsp (2 ml) baking soda"", ""1/4 tsp (1 ml) salt"", ""3/4 cup (175 ml) granulated sugar, divided"", ""6 tbsp (90 ml) unsalted butter, softened"", ""1 egg"", ""Grated zest of 1 lemon"", ""1/3 cup (75 ml) buttermilk"", ""1 tsp (5 ml) vanilla"", ""2 tbsp (25 ml) unsalted butter"", ""3 plums, each cut into 12 slices"", ""2 tsp (10 ml) freshly squeezed lemon juice"", ""Sweetened Whipped Cream or ice cream"", ""Flat Beater"", ""Preheated oven to 350F (180C)"", ""9-inch (23 cm) round metal cake pan""]","[""In a small bowl, whisk together flour, baking powder, baking soda and salt."", ""Place 1/2 cup (125 ml) of the sugar and the 6 tbsp (90 ml) butter in the mixer bowl."", ""Attach the flat beater and mixer bowl to the mixer."", ""Set to speed 4 and beat until light and fluffy."", ""Beat in egg and lemon zest."", ""Reduce speed to stir and mix in flour mixture alternately with buttermilk, making 3 additions of dry and 2 of wet."", ""Mix in vanilla."", ""In cake pan, melt the 2 tbsp (25 ml) butter over medium heat."", ""Add the remaining 1/4 cup (50 ml) sugar and cook, stirring, until foamy, about 2 minutes."", ""Carefully remove from heat and place plum slices in a decorative pattern on top of sugar mixture, working from the center out, overlapping slightly."", ""Sprinkle with lemon juice."", ""Return pan to medium heat and cook, undisturbed, until juices bubble up around the plums, about 4 minutes."", ""Carefully remove from heat and add batter evenly to the pan, covering the fruit."", ""Try not to disturb the placement of the fruit slices."", ""Bake in middle of preheated oven until a tester inserted in the center comes out clean, about 25 minutes."", ""Let cool in pan on a wire rack for 10 minutes, then invert onto a serving plate."", ""Serve warm or at room temperature with whipped cream or ice cream.""]",www.cookstr.com/recipes/plum-upside-down-cake-2,Recipes1M,"[""flour"", ""baking powder"", ""baking soda"", ""salt"", ""sugar"", ""unsalted butter"", ""egg"", ""lemon"", ""buttermilk"", ""vanilla"", ""butter"", ""freshly squeezed lemon juice"", ""Cream"", ""Beater"", ""cake pan""]"
